review,sentiment,clean_review,review_len_raw,review_len_clean
"Gwoemul (The Host) - Due to pollution in the Han river a mutated beast goes on the rampage. The youngest member of the Park family is snatched by the beast, and it is up to the rest of her family to find her, before she becomes the beast's latest meal.<br /><br />Firstly, I love monster movies: Mutated bears, over-sized alligators, packs of ravening Komodo dragons, the whole lot. Creature features are my favourite kind of Horror film. So, I really wanted to like The Host, but it wasn't to be. <br /><br />There were three major problems with it:<br /><br />The first can be seen with a quick look at it's IMDb page<br /><br />Genre: Action / Comedy / Drama / Fantasy / Horror / Sci-Fi / Thriller<br /><br />Too many damned genres. It took itself too seriously to be a comedy, and yet was too light hearted to have any real message (though it did seem to be trying to make some kind of statement. Anti-pollution, anti-American or anti-government). The drama was misplaced and mixed in a confusing mish-mash with all the other styles.<br /><br />Secondly, after the initial monster attack nothing happens for almost the entire film. The central family wander about looking for one of their own while the governments of Korea and America, apparently, do nothing. And that's it, they just wander about, occasionally hitting one another, presumably for a bit of comedy relief. This lack of action made my attention wander, and apparently it did the same for the director, as whole plot threads go unresolved (a mystery plague invented by the evil Americans is completely forgotten about, and is never resolved).<br /><br />And lastly, the film is clumsily political. It paints the Americans as being stupid and evil, but gives us no American characters with any more depth than a cartoon villain. The opening scene has the most obvious stupid American vs wise Korean moment. With a Korean morgue assistant asking his boss, the coroner, not to pour chemicals into the Han river. The American coroner all but cackles maniacally as he orders the assistant to carry on. As well as being racist, it's lazy film-making and there is no excuse for that.<br /><br />On the plus side, the monster is good, kind of a mix of The Relic and Deep Rising. Some of the movement effects are quite cool, and the initial monster chase through the park is a lot of fun. There are also some nice shots in the film. Some of which remind me, strangely, of the way Firefly was filmed (shuddering cameras, out of focus shots etc).There is also a nice scene at the end, where the hero and a little boy he has saved are sitting in the family's mobile food stall. It's night-time and snow is falling, the street-lamp is giving out a cold light, but the food stall has a warm glow coming from it.<br /><br />Overall, I was really disappointed by this film. I'd been looking forward to a decent creature flick, and instead I get some pseudo-political,horror-comedy lite. Looking at the comments on IMDb I can't help but think that if this had been a US production it would have been slated. Just 'cause it's a foreign flick doesn't mean it's any good. There have been some great movies out of Korea in recent years (The vengeance trilogy and Brotherhood, for example), but this certainly isn't one of them. <br /><br />For once I'm in favour of a remake. Tighten up the directing, improve the scripting and this could have been a nice film. As it is, it's not worth a couple of hours of anyone's time.",negative,gwoemul host pollution han river mutated beast goes rampage youngest member park family snatched beast rest family beast latest meal firstly love monster movies mutated bears sized alligators packs ravening komodo dragons lot creature features favourite kind horror film really wanted like host wasn major problems seen quick look imdb page genre action comedy drama fantasy horror sci fi thriller damned genres took seriously comedy light hearted real message did trying make kind statement anti pollution anti american anti government drama misplaced mixed confusing mish mash styles secondly initial monster attack happens entire film central family wander looking governments korea america apparently just wander occasionally hitting presumably bit comedy relief lack action attention wander apparently did director plot threads unresolved mystery plague invented evil americans completely forgotten resolved lastly film clumsily political paints americans stupid evil gives american characters depth cartoon villain opening scene obvious stupid american vs wise korean moment korean morgue assistant asking boss coroner pour chemicals han river american coroner cackles maniacally orders assistant carry racist lazy film making excuse plus monster good kind mix relic deep rising movement effects quite cool initial monster chase park lot fun nice shots film remind strangely way firefly filmed shuddering cameras focus shots nice scene end hero little boy saved sitting family mobile food stall night time snow falling street lamp giving cold light food stall warm glow coming overall really disappointed film looking forward decent creature flick instead pseudo political horror comedy lite looking comments imdb help think production slated just cause foreign flick doesn mean good great movies korea recent years vengeance trilogy brotherhood example certainly isn favour remake tighten directing improve scripting nice film worth couple hours time,612,281
"I confess to have quite an uneasy feeling about ghosts movies, and while I sometimes enjoy the genre when it comes to horror, but when it comes to comedies, they really need to be crazy to be funny. 'Over Her Dead Body' seems to take afterlife a little bit too seriously, and fails in my opinion from almost any aspect I can think about. The story is completely unbelievable of course, and did not succeed to convince me either in the comic or in the sentimental register. The choice of the principal actresses was awful. While Paul Rudd is at least handsome and looks like a nice guy, the taste in ladies of his character seems to need serious improvement as Eva Longoria seems too aged (sorry) for him, and Lake Bell seems too unattractive (sorry again). A romantic story without good enough reason for romance is due to failure from start. Jason Biggs and Lindsey Sloane were actually better but they had only supporting roles. The rest is uninteresting and uninspired, with flat cinematography and cheap gags borrowed from unsuccessful TV comedies. Nothing really worth watching, nothing to remember.",negative,confess quite uneasy feeling ghosts movies enjoy genre comes horror comes comedies really need crazy funny dead body afterlife little bit seriously fails opinion aspect think story completely unbelievable course did succeed convince comic sentimental register choice principal actresses awful paul rudd handsome looks like nice guy taste ladies character need improvement eva longoria aged sorry lake bell unattractive sorry romantic story good reason romance failure start jason biggs lindsey sloane actually better supporting roles rest uninteresting uninspired flat cinematography cheap gags borrowed unsuccessful tv comedies really worth watching remember,190,90
"This was a popular movie probably because of the humor in it, the fast-moving story, an underdog character who shuts up all the loudmouths, etc. Funny thing is, you probably couldn't make a movie with this title if you substituted anybody but ""white"" as anything else would be deemed racist by the PC police. <br /><br />Nonetheless, Woody Harrleson as the white guy who turns out to be as good if not better than any of the black basketball players, is interesting as is his main counterpart Wesley Snipes.<br /><br />Snipes had a lot of funny put-down lines, providing much of the humor. The bad part of the film - which doesn't bother a lot of people - is the extreme profanity in here and the sleaziness of all the characters. That includes Woody's girlfriend, played by Rosie Perez. There are no really clean, nice people in this movie. For that reason, I can't honestly recommend the film, at least not to friends or those who are offended by a lotof profanity",negative,popular movie probably humor fast moving story underdog character shuts loudmouths funny thing probably couldn make movie title substituted anybody white deemed racist pc police nonetheless woody harrleson white guy turns good better black basketball players interesting main counterpart wesley snipes snipes lot funny lines providing humor bad film doesn bother lot people extreme profanity sleaziness characters includes woody girlfriend played rosie perez really clean nice people movie reason honestly recommend film friends offended lotof profanity,172,76
"I saw this movie just recently, and I said to myself: ""This movie is bad!"" William Shatner is a great actor, but he is no director! <br /><br />It's not just that the acting is bad, it's terrible. And instead of a plot, we have a very bad storyline that is called a plot! What I really thought was bad was at the beginning where Kirk and McCoy were teaching Spock how to sing ""Row, Row, Row Your Boat!""<br /><br />Do I have something against William Shatner? I do not. But when it comes to being a director, he sucks! This film is not one of the worst movies I have ever seen. But it is the worst of the Star Trek series! <br /><br />I noticed that after this Shatner did not return to direct another film in the series. They apparently did not want him to direct another film again after this happened! <br /><br />Overall, this movie sucks! <br /><br />2/10",negative,saw movie just recently said movie bad william shatner great actor director just acting bad terrible instead plot bad storyline called plot really thought bad beginning kirk mccoy teaching spock sing row row row boat william shatner comes director sucks film worst movies seen worst star trek series noticed shatner did return direct film series apparently did want direct film happened overall movie sucks,164,64
"With the exception of FAMILY, this new season is worse than Season One. I can't imagine what they are thinking. As a fan of horror, can tolerate a lot of gore and mindless mayhem, but this series gets worse with each outing. I can't imagine how disheartening it must be for the actors and crew to go to work each day, toiling to churn out such crap. STORY! Is that too much to ask for? CHARACTER! How can we give damn about the fate of ANYONE in these stories? If we are not engaged, who cares if they get carved up or whatever? Almost every episode ends with mindless blood letting, going for gross out shock without any sense of revelation or conclusion or REASON why we have been subjected to an hour of bloodletting. Even Dante's effort this season had some disturbing sexist violence and wandered off to a pointless conclusion. Ironically, the production values and performances tend to be up to speed, while the content is utter crap. I have great hopes for Exec Producer's Garris's VALARIE UNDER THE STAIRS, but we shall see.",negative,exception family new season worse season imagine thinking fan horror tolerate lot gore mindless mayhem series gets worse outing imagine disheartening actors crew work day toiling churn crap story ask character damn fate stories engaged cares carved episode ends mindless blood letting going gross shock sense revelation conclusion reason subjected hour bloodletting dante effort season disturbing sexist violence wandered pointless conclusion ironically production values performances tend speed content utter crap great hopes exec producer garris valarie stairs shall,186,78
"If there was some weird inversed Oscar Academy awards festival this flick would win it all. It has all the gods, excellent plot, extreme special effects coupled with extremely good acting skills and of course in every role there is a celebrity superstar. Well, this could be the scenario if the world was inversed, but it's not. Instead it's the worst horror flick ever made, not only bad actors that seem to read the scripts from a teleprinter with bad dyslexia, but also extremely low on special effects. For example the devil costume (which by the way is a must-see), is something of the most hilarious I've ever seen. Whenever I saw that red-black so called monster on screen I couldn't hold my laugh back. And to top of things it looked like the funny creature was transported by a conveyor-belt.<br /><br />Do not do the same mistake as I did. Checking IMDB seeing that the movie was released in 2003, had less than five votes and thinking: -""Well, it's worth a shot, can't be that bad"".<br /><br />Yes it could.<br /><br />I'm not even going to waste more words on this movie.",negative,weird inversed oscar academy awards festival flick win gods excellent plot extreme special effects coupled extremely good acting skills course role celebrity superstar scenario world inversed instead worst horror flick bad actors read scripts teleprinter bad dyslexia extremely low special effects example devil costume way hilarious ve seen saw red black called monster screen couldn hold laugh things looked like funny creature transported conveyor belt mistake did checking imdb seeing movie released votes thinking worth shot bad yes going waste words movie,193,82
"Though I can't claim to be a comic book fanatic, I have read my share, so I guess I'm part of the audience of this film, and I wasn't disappointed. It does run out of steam near the end, it's almost overflowing with ideas, and it seems like Lena Olin, one of my favorite actresses, was left on the cutting room floor. Also, a little of Hank Azaria's Blue Raja can go a long way. Still, it's easy to forgive all of these faults when you have a film which is this much fun. All the actors seem to be having a blast with their roles, especially William H. Macy as the straight-arrow Shoveler, and Janeane Garofalo as The Bowler. And unlike some, I found the design of the city to make the joke even funnier. I also liked how disco was the music of choice of the bad guys; somehow, it seemed appropriate.",positive,claim comic book fanatic read share guess audience film wasn disappointed does run steam near end overflowing ideas like lena olin favorite actresses left cutting room floor little hank azaria blue raja long way easy forgive faults film fun actors having blast roles especially william macy straight arrow shoveler janeane garofalo bowler unlike design city make joke funnier liked disco music choice bad guys appropriate,154,65
"It wasn't notable enough to be truly horrible, it was just incredibly lame. The story was not half bad, but the execution was just horrendous.<br /><br />To start with, it moved too fast for us to emotionally get involved with what was going on. It was just paced badly. The dialog was so utterly un-sparkling, just flat and boring.<br /><br />And the characters, cripes almightly, they made Deadpool boring. How the hell do you make Deadpool boring? He wasn't even funny. He wasn't crazy. He was just an annoying guy with a couple of swords he did not even know how to use properly.<br /><br />Gambit was boring. And since when did he have telekenisis to make the cards just float and fly around, or super strength to leap hundreds of feet into the air? And what the heck was up with all the stupid helicopter moves? I mean, we know they are mutants, but they still exist within the realm of physics. A round bo staff is not a helicopter blade, you cannot fly by twirling super-duper fast. Which Gambit wouldn't be able to do anyway. Nor Deadpool, especially when using it as a replacement for real fight choreography.<br /><br />And this film stands as proof that wire work should only be used by fight coordinators who know WTH they are doing, and know better than to use it in every. single. shot. as a replacement for real fight choreography.<br /><br />Three of the most physical fighters in Marvel comics (Logan, Creed, and Wilson), and some of the worst fight choreography I have ever seen in recent film memory. It was as if the stunt coordinator just shrugged his shoulders and left it all up to the special effects guys.<br /><br />And then you had the break out, with all these mutants who did nothing. Even mutants who had been shown in their cells to have powers (nice to see a Quicksilver nod), did f-all when they got out. Only Emma-really-lame-for-this-film-Frost and Cyclops did something.<br /><br />And since when was Logan so pretty? And the stupid, ""The bullet will take his memory away."" Don't you think Xavier and the X-Men would have noticed the big freaking bullet holes in his adamantium skull when they X-rayed him in X1? I felt sorry for Liev Schrieber man, he actually brought in a good Sabretooth considering the script. He made one of Marvel's more simple super villains feel real. But he could not save the film from it's own epic lameness.<br /><br />Seriously, this was ""Daredevil"" level of suck. Decent story, good actors, absolutely horrible execution.",negative,wasn notable truly horrible just incredibly lame story half bad execution just horrendous start moved fast emotionally involved going just paced badly dialog utterly sparkling just flat boring characters cripes almightly deadpool boring hell make deadpool boring wasn funny wasn crazy just annoying guy couple swords did know use properly gambit boring did telekenisis make cards just float fly super strength leap hundreds feet air heck stupid helicopter moves mean know mutants exist realm physics round bo staff helicopter blade fly twirling super duper fast gambit wouldn able deadpool especially using replacement real fight choreography film stands proof wire work used fight coordinators know wth doing know better use single shot replacement real fight choreography physical fighters marvel comics logan creed wilson worst fight choreography seen recent film memory stunt coordinator just shrugged shoulders left special effects guys break mutants did mutants shown cells powers nice quicksilver nod did got emma really lame film frost cyclops did logan pretty stupid bullet memory away don think xavier men noticed big freaking bullet holes adamantium skull rayed felt sorry liev schrieber man actually brought good sabretooth considering script marvel simple super villains feel real save film epic lameness seriously daredevil level suck decent story good actors absolutely horrible execution,434,207
This unpleasant film has little to recommend it. Dolph Lundgren gives a performance that is better than either this script or his other action films have allowed. And there are occasional snippets of dialog that suggest the film might have been able to provide some insight into a bizarre subculture.<br /><br />But no. Motivations are either murky or trite. Most of the acting is sub-par. The script creates needless confusion. And the director's needless fascination with focusing on gore is distracting.<br /><br />It's hard to imagine who the audience is for this film.,negative,unpleasant film little recommend dolph lundgren gives performance better script action films allowed occasional snippets dialog suggest film able provide insight bizarre subculture motivations murky trite acting sub par script creates needless confusion director needless fascination focusing gore distracting hard imagine audience film,93,43
"This is an excellent film, with an extraordinary cast and acting. I was very disappointed with the Academy Awards when this didn't get the Oscar for best film and for best actress (Woopi Goldberg)... it certainly deserved it. In any case, take a look at it. i am sure you will enjoy it very much.",positive,excellent film extraordinary cast acting disappointed academy awards didn oscar best film best actress woopi goldberg certainly deserved case look sure enjoy,55,22
"I too was fortunate enough to see ""Checking Out"" with Peter Falk at The Phoenix Film Festival. This is an extremely sweet character driven film that leaves the audience enthralled in the Applebaum's plight in life. More than funny, each character in the family contributes priceless comic relief that not only spurs laughter but inspires a few joyful tears as well. Peter Falk was born to play this role. He plays a 90ish ""young"" father of three who brings his adult children together in what could possibly be one of the most important times in his and their lives. The 2 day journey that the Applebaum family takes though the delightful backdrop of New York (with carefully selected characters), not only leaves the audience wanting more, but nourishes ones own sense of family. ""Checking Out"" is a must see film, not only for all those who cherish family, but also all those who don't!!! My thanks to the director who took the chance to bring this GIFT to its audience. Robin Sly, Scottsdale, Arizona",positive,fortunate checking peter falk phoenix film festival extremely sweet character driven film leaves audience enthralled applebaum plight life funny character family contributes priceless comic relief spurs laughter inspires joyful tears peter falk born play role plays ish young father brings adult children possibly important times lives day journey applebaum family takes delightful backdrop new york carefully selected characters leaves audience wanting nourishes ones sense family checking film cherish family don thanks director took chance bring gift audience robin sly scottsdale arizona,174,81
"Eyeliner was worn nearly 6000 years ago in Egypt. Really not that much of a stretch for it to be around in the 12th century. I also didn't realize the series flopped. There is a second season airing now isn't there? It is amazing to me when commentaries are made by those who are either ill-informed or don't watch a show at all. It is a waste of space on the boards and of other's time. The first show of the series was maybe a bit painful as the cast began to fall into place, but that is to be expected from any show. The remainder of the first season is excellent. I can hardly wait for the second season to begin in the United States.",positive,eyeliner worn nearly years ago egypt really stretch th century didn realize series flopped second season airing isn amazing commentaries ill informed don watch waste space boards time series maybe bit painful cast began fall place expected remainder season excellent hardly wait second season begin united states,126,47
"When I saw the trailer for this film, I said out loud to no one in particular ""this film is going to bomb."" I also said that about THE MATRIX and look at what happened there. Now I am not a box office guru by any stretch but I usually have a pretty good gut about what is going to be good and what is going to really suck. In this case I was blinded by my complete and utter apathy towards David Duchovney. Let me put it to you a different way: I don't like his as a person ( from what I have read of him in interviews, he is unbelievably pre-madonna like and he is full of himself considering all he has done is X-Files ) or as an actor. PLAYING GOD was a really poor film but he came off thinking that for some reason he deserved big bucks on the big screen. But I am happy to say that even though those things may still be true about the man, Return To Me is delightful and has it's heart in the right place. Bonnie Hunt has directed a beautiful story and she has told it with class and grace. This is one of the most romantic films I have seen and even though it may seem to be a bit sad and maudlin in its premise, give it a chance and you will be hooked.<br /><br />It has to be said ( and this pains me to do so ) that the reason this film works so well is because of the story and the cast. Duchovney and Driver are so wonderful and believable here that I honestly wanted to cry along with them. There is one particularly powerful scene when Duchovney comes home after his wife has died and he slumps down on the floor of his house. As it always does, the family dog looks to the door to wait for his wife to come walking in. She doesn't and with his shirt collar still stained with blood, Rob ( Duchovney ) tells him that she is not coming home, ever. He then calls the dog over to him and they seem to share a cry together. The dog lets out a small moan and then Rob cries. And this is one of the most realistic moments of pain I have ever seen in any character in any movie. You can feel his pain and at that moment I forgot I was watching an actor that I generally don't like, and I felt that I was watching someone that I knew moarn the loss of his beloved. This is powerful stuff.<br /><br />Another strength of the film is the supporting cast. Bonnie Hunt has combined an ethnic melting pot of Irish and Italian characters that share a common bond. They share a pub called O'Reilley's Italian Pub. That is a delicious name all by itself. And heading the diametric scale of clashing cultures is Carol O'Connor and Robert Loggia. These are two proud old men that love their homeland but love their granddaughter and niece ( I think it is ) respectively. And that is the character played by Minnie Driver. This scenario is ripe for comedy and Hunt doesn't miss anything here.<br /><br />Bonnie Hunt and James Belushi also share some funny moments together as the middle aged married couple and Belushi gets top points as he accepts humility gracefully and shows off his ample keg of a stomach for laughs. With his family consisting of three or four kids, there is very little time for him and the wife to have quality time. And again Hunt handles this with perfect elegance. <br /><br />This is a wonderful story of finding true love, knowing how lucky you are to have true love and the power of friendship and family. Return To Me is a wonderful romance and even though I still don't have a great admiration for David Duchovney, I have to admit that he was perfect in this role and I could not picture anyone else playing his character. He was sensitive and believable and the movie was good because of him, not just because of him, but he sure added to the flavour.<br /><br />If you are a sucker for a good romance and you want a good cry, then this is the film for you. <br /><br />8.5 out of 10 I will see anything that Bonnie Hunt puts out with her in the director's chair.",positive,saw trailer film said loud particular film going bomb said matrix look happened box office guru stretch usually pretty good gut going good going really suck case blinded complete utter apathy david duchovney let different way don like person read interviews unbelievably pre madonna like considering files actor playing god really poor film came thinking reason deserved big bucks big screen happy say things true man return delightful heart right place bonnie hunt directed beautiful story told class grace romantic films seen bit sad maudlin premise chance hooked said pains reason film works story cast duchovney driver wonderful believable honestly wanted particularly powerful scene duchovney comes home wife died slumps floor house does family dog looks door wait wife come walking doesn shirt collar stained blood rob duchovney tells coming home calls dog share dog lets small moan rob cries realistic moments pain seen character movie feel pain moment forgot watching actor generally don like felt watching knew moarn loss beloved powerful stuff strength film supporting cast bonnie hunt combined ethnic melting pot irish italian characters share common bond share pub called reilley italian pub delicious heading diametric scale clashing cultures carol connor robert loggia proud old men love homeland love granddaughter niece think respectively character played minnie driver scenario ripe comedy hunt doesn miss bonnie hunt james belushi share funny moments middle aged married couple belushi gets points accepts humility gracefully shows ample keg stomach laughs family consisting kids little time wife quality time hunt handles perfect elegance wonderful story finding true love knowing lucky true love power friendship family return wonderful romance don great admiration david duchovney admit perfect role picture playing character sensitive believable movie good just sure added flavour sucker good romance want good film bonnie hunt puts director chair,757,294
"A favourite of mine,this movie tells of two feuding New York ""characters"", Steve Brodie(Raft) and ""Chuck"" Connors(Beery),who both strive to be the ""Main Guy"" in the Bowery in the late Nineteenth Century.<br /><br />Brodie(1863-1901) and Connors(1852-1913),were real people,though this is a heavily fictionalized account of their antics(based on a play).Brodie's legendary(did he do it?- it's still a cause of argument!),jump from the Brooklyn bridge(1886),for which he became famous,is shown here as happening around the same time as the Spanish-American war(1898).Director Walsh clearly had a great affection for the period,so beautifully recreated here,and it includes a wild rumbustious ragtime number from saloon singer Trixie Odbray(a young Pert Kelton).Raft is at his slickest as Brodie,and Beery shows again what a clever actor he was,as tough, big hearted, and at times quite touching Connors.Pretty Fay Wray is the love interest both the boys are pursuing.<br /><br />Full of life and energy,""The Bowery"" moves at a fast pace(unlike many early ""talkies"").It is not an easy movie to find,but is well worth looking out for.",positive,favourite movie tells feuding new york characters steve brodie raft chuck connors beery strive main guy bowery late nineteenth century brodie connors real people heavily fictionalized account antics based play brodie legendary did cause argument jump brooklyn bridge famous shown happening time spanish american war director walsh clearly great affection period beautifully recreated includes wild rumbustious ragtime number saloon singer trixie odbray young pert kelton raft slickest brodie beery shows clever actor tough big hearted times quite touching connors pretty fay wray love boys pursuing life energy bowery moves fast pace unlike early talkies easy movie worth looking,170,98
"Wasn't sure what to expect from this movie considering its amazing collection of stars and directors but in the end it didn't disappoint.<br /><br />For me one of the highlights was the final episode with the American tourist speaking with a dreadful French accent (which made me feel better about mine) which was actually quite touching and a great way to wrap up the movie.<br /><br />The story of the paramedic and the stabbing victim was also very moving and for pure comedy the Coen Brothers and Steve Buscemi take the award. The Tom Tykwer clip was also impressive although rather ambitious in its scope.<br /><br />However, the Bob Hoskins segment was totally cringeworthy and the vampire story was completely farcical. The dialogue in Wes Craven's section also felt very forced and the Chinatown story was completely incomprehensible.<br /><br />On the whole this film is worth watching for the good bits and has a strong finish. It's not too painful to sit through the bad sections - they only last 5 minutes anyway.<br /><br />Ca vaut la peine!!!",positive,wasn sure expect movie considering amazing collection stars directors end didn disappoint highlights final episode american tourist speaking dreadful french accent feel better actually quite touching great way wrap movie story paramedic stabbing victim moving pure comedy coen brothers steve buscemi award tom tykwer clip impressive ambitious scope bob hoskins segment totally cringeworthy vampire story completely farcical dialogue wes craven section felt forced chinatown story completely incomprehensible film worth watching good bits strong finish painful sit bad sections minutes ca vaut la peine,178,83
"A ruthless assassin has been hired to eliminate someone at the very top of the U.S. government. Constantly changing his identity and location, he is known only as the Jackal. Everything about this hit man is a secret. Aware of the Jackal's presence but uncertain of his purpose, the FBI's Deputy Director faces the biggest challenge of his career. In order to track down this cold-blooded killer, he and a by-the-book Russian intelligence officer enlist the aid of an imprisoned Irish terrorist. These unlikely allies enter a global race against the clock to stop the mysterious mercenary before he can complete his assignment. If you are looking for a non-stop action movie like Die Hard, then The Jackal is not your movie. It´s a slow spy thriller with many cool gadgets and weapons. Richard Gere does a good job playing an impassioned terrorist who is helping the FBI for a deeper cause than just freedom. And Willis puts forth a good effort as the Jackal. OK film but nothing more.",negative,ruthless assassin hired eliminate government constantly changing identity location known jackal hit man secret aware jackal presence uncertain purpose fbi deputy director faces biggest challenge career order track cold blooded killer book russian intelligence officer enlist aid imprisoned irish terrorist unlikely allies enter global race clock stop mysterious mercenary complete assignment looking non stop action movie like die hard jackal movie it´s slow spy thriller cool gadgets weapons richard gere does good job playing impassioned terrorist helping fbi deeper cause just freedom willis puts forth good effort jackal ok film,170,90
"Who doesn't love the muppets?! Impossible it is to watch them without getting some kind of warm, fuzzy feeling inside. So, I guess what's important is that this movie seemed to very successfully capture what makes the muppets so special. I don't remember much about the details of the plot but the various moments and characters in the film I recall quite fondly. In fact, there was quite a nostalgic atmosphere to the whole movie but without being self-conscious in any bad way. Refreshing for someone who possibly gets too hung up on meticulous details and technique; the ""magic"" transcends all that other stuff. 'Tis indeed what movies are made of.<br /><br />So, how does the film achieve these things? Hmmm, nice question! Stumped am I? Let's see. Really, I feel like it's quite simple. The filmmakers believe in their material and don't take themselves too seriously in the process. I probably wouldn't say the film has many truly inspired moments, but it does have a certain life to it (that funnily enough a great many ""real people"" movies lack). A zest. You really want to believe in these funny little people and their adventures. They also have a certain innocence about them that makes them all the more endearing.<br /><br />Generally I get the impression that the people that made the movie just weren't afraid to try whatever felt right to them at the time which gives the whole thing quite a loose feel. Kind of like a really accessible and enjoyable extended jazz session. Lots of talent, little predictability and plenty of warm personalities coming through. The cameos were of course a bunch of nice surprises for instance. Maybe I don't feel I have much to say about it because I was half-asleep when I saw it (and/or as I write this review). Anyway, I'm sort of semi-repeating myself here but I really liked the sense of family the movie had. Full of love I suppose you might say. Again, a feeling of nostalgia comes to mind which not many films manage to achieve so effectively or effortlessly.<br /><br />And to repeat myself once more, one of the film's best charms is its very relaxed and welcoming atmosphere. Like the Nathaniel Hawthorne quote about happiness being (like) a butterfly, so The Muppet Movie greatly succeeds partially by not seeming to try to do so. Same with beauty being best undiscovered or untouched or unforced or something like that. Anyway, if that sounds sappy, I also reckon it was pretty hilarious.<br /><br />So, all in all, this movie was very funny, touching and difficult not to smile along to. Plus it features lots of great music! Highly recommended to all humans, both the young and the young at heart.",positive,doesn love muppets impossible watch getting kind warm fuzzy feeling inside guess important movie successfully capture makes muppets special don remember details plot various moments characters film recall quite fondly fact quite nostalgic atmosphere movie self conscious bad way refreshing possibly gets hung meticulous details technique magic transcends stuff tis movies does film achieve things hmmm nice question stumped let really feel like quite simple filmmakers believe material don seriously process probably wouldn say film truly inspired moments does certain life funnily great real people movies lack zest really want believe funny little people adventures certain innocence makes endearing generally impression people movie just weren afraid try felt right time gives thing quite loose feel kind like really accessible enjoyable extended jazz session lots talent little predictability plenty warm personalities coming cameos course bunch nice surprises instance maybe don feel say half asleep saw write review sort semi repeating really liked sense family movie love suppose say feeling nostalgia comes mind films manage achieve effectively effortlessly repeat film best charms relaxed welcoming atmosphere like nathaniel hawthorne quote happiness like butterfly muppet movie greatly succeeds partially try beauty best undiscovered untouched unforced like sounds sappy reckon pretty hilarious movie funny touching difficult smile plus features lots great music highly recommended humans young young heart,460,213
"Once again Bronson's talent is mostly wasted on this shock value 1984 thriller which (uncut) is far more disturbing than most of what is out even today. The fact that ""The Evil That Men Do"" is very disturbing (in its verbal and visual depictions of torture) is not the problem. It is the shameless gratuity in which it is presented. Interestingly, this film seems to symbolize that latter part of Bronson's career in which he has tortured many of his fans with the same egregiously predictable and uncreative plots. One hopes this fine actor will rise again.",negative,bronson talent wasted shock value thriller uncut far disturbing today fact evil men disturbing verbal visual depictions torture problem shameless gratuity presented interestingly film symbolize bronson career tortured fans egregiously predictable uncreative plots hopes fine actor rise,97,37
"This anime is a must-see for fans of Evangelion. It's an earlier work of Anno Hideaki, but his unrestrained, dramatic style is quite in place. Also, those who didn't like Evangelion might find this release to bit slightly more palatable. Gunbuster is rather unique to sci-fi anime in that it's actually based on real science. In fact, the show has several little ""Science Lesson"" interludes explaining the physics behind some of the events in the movie. One of the big dramatic points in the film is the relative passage of time at speeds near that of light. The series does a wonderful job of dealing with the imaginably traumatic experience of leaving earth on a six month mission traveling near the speed of light and returning to an Earth where ten years have passed. The main character remains age 17 or 18 throughout the entire series while almost all of the other characters age considerably. Be warned, this show is heavy on the sap at times. It also has a couple of the most wholly unmerited breast shots that I have ever seen. I found it fairly easy to ignore the skimpy uniforms and boo-hoo scenes, because the series is otherwise very good, but viewers with a low sap tolerance might want to stay away from this one. On an interesting note, Gainax, as always, managed to run out of money in the last couple of episodes. However, they managed to use black and white film and still action sketches to produce a good resolution anyway. The ending is a bit silly, but it left me with such a good feeling in my gut I couldn't help but love it. Gunbuster is, in my opinion, one of the finest pieces of Anime around.",positive,anime fans evangelion earlier work anno hideaki unrestrained dramatic style quite place didn like evangelion release bit slightly palatable gunbuster unique sci fi anime actually based real science fact little science lesson interludes explaining physics events movie big dramatic points film relative passage time speeds near light series does wonderful job dealing imaginably traumatic experience leaving earth month mission traveling near speed light returning earth years passed main character remains age entire series characters age considerably warned heavy sap times couple wholly unmerited breast shots seen fairly easy ignore skimpy uniforms boo hoo scenes series good viewers low sap tolerance want stay away interesting note gainax managed run money couple episodes managed use black white film action sketches produce good resolution ending bit silly left good feeling gut couldn help love gunbuster opinion finest pieces anime,293,136
"I'm sorry, but this is such a bad movie it's hilarious. Football hooligans arguing in a travel lodge? Suits? Shades?! Alan clearly had no idea what he was talking about when he made this, it is as far from the truth as you can get.<br /><br />The casting was atrocious...Gary Oldman as a football hooligan? He doesn't look scary, act scary or even come across as someone who would like football. And as for Yeti? What the hell? Suits, shades and sitting in a travelodge childishly taunting each other with ""its about time you got your nappy on"". Please.<br /><br />And the Yeti's gang spraying the ICC's underwear? <br /><br />I don't see how anyone can even take this film seriously!.<br /><br />4/10. Its possibly the most inaccurate portrayal of the crisis of the late eighties hooliganism i have ever seen.",negative,sorry bad movie hilarious football hooligans arguing travel lodge suits shades alan clearly idea talking far truth casting atrocious gary oldman football hooligan doesn look scary act scary come like football yeti hell suits shades sitting travelodge childishly taunting time got nappy yeti gang spraying icc underwear don film seriously possibly inaccurate portrayal crisis late eighties hooliganism seen,141,58
